_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1158,1975931,16173577,66,M,B,2016-09-13T23:15:00,"1200 Block Hodgkiss ST Pittsburgh, PA 15212",2701 Simple Assault. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats.,"1200 Block Hodgkiss ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2704,1,1,-80.0268868803869,40.4676685123943
1543,1976415,16180527,22,M,W,2016-09-24T00:22:00,"21st Street & Liberty Ave Pittsburgh, PA 15222",4302 Periods for Requiring Lighted Lamps. / 3802(a)(1) DUI - General Impairment,"21st Street & Liberty Ave Pittsburgh, PA 15222",Central Business District,2,201,7,6,-79.9824573119962,40.4511276192863
3648,1979212,16231144,28,F,O,2016-12-12T00:21:00,"500 Block Market ST Pittsburgh, PA 15222",5505 Public Drunkenness / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,"500 Block Market ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.002034043128,40.441374477167
1162,1975935,16170192,40,M,O,2016-09-09T12:30:00,"3600 Block Frazier ST Pittsburgh, PA 15213",9093 Indirect Criminal Contempt,"3600 Block Frazier ST Pittsburgh, PA 15213",South Oakland,4,409,3,3,-79.9555433737777,40.4305152929866
3044,1978395,16215275,36,M,W,2016-11-15T13:40:00,"2000 Block Westmont AV Pittsburgh, PA 15210","5126 Flight to Avoid Apprehension, Trial or Punishment. / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant","2000 Block Westmont AV Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.9876375387066,40.3942032439762
5525,1981498,17023139,25,M,W,2017-02-06T23:50:00,"Woodruff ST & Saw Mill Run BL Pittsburgh, PA 15211",3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,"Woodruff ST & Saw Mill Run BL Pittsburgh, PA 15211",Mount Washington,3,1903,2,5,-80.019865907738,40.4258574682724
4123,1979820,16240911,33,M,O,2016-12-28T21:14:00,"10 Block Fern CIR Pittsburgh, PA 15224",9501 Bench Warrant,"10 Block Fern CIR Pittsburgh, PA 15224",Garfield,5,1016,9,2,-79.9372638218111,40.4720828101458
4430,1980180,17006009,27,M,B,2017-01-10T23:25:00,"700 Block Excelsior ST Pittsburgh, PA 15210",2701 Simple Assault. / 3701 Robbery.,"700 Block Excelsior ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9957753542667,40.4227039980696
1163,1975936,16170270,29,F,B,2016-09-09T12:30:00,"100 Block Rhine PL Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"100 Block Rhine PL Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.9940985889521,40.466786195587
2054,1977075,16145923,16,M,B,2016-11-01T13:20:00,"7100 Block Highland DR Pittsburgh, PA 15206",903 Criminal Conspiracy. / 3701 Robbery.,"100 Block Hazlett ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.0030769727258,40.4759708034383
5527,1981500,17026618,28,M,W,2017-02-12T15:30:00,"1000 Block Roseanne AV Pittsburgh, PA 15216",9093 Indirect Criminal Contempt,"1000 Block Roseanne AV Pittsburgh, PA 15216",Banksville,6,2023,2,5,-80.0339492625505,40.4086411594241
1169,1975942,16172098,22,F,W,2016-09-11T20:00:00,"300 Block W North AV Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance,"300 Block W North AV Pittsburgh, PA 15212",Central Northside,1,2206,1,1,-80.0096402728326,40.4549486918507
3334,1978786,16223701,24,M,B,2016-11-29T21:13:00,"800 Block Brushton AV Pittsburgh, PA 15221","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount","800 Block Brushton AV Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.8883784826014,40.4546102856154
1170,1975943,16172145,35,M,W,2016-09-13T12:00:00,"800 Block E Warrington AV Pittsburgh, PA 15210",2701 Simple Assault.,"1500 Block Berkshire AV Pittsburgh, PA 15226",Brookline,6,1918,4,4,-80.0134435271207,40.3875568800049
5528,1981501,17026632,33,F,W,2017-02-12T15:55:00,"2200 Block Whited ST Pittsburgh, PA 15210",2701 Simple Assault.,"2200 Block Whited ST Pittsburgh, PA 15210",Brookline,6,3206,4,4,-80.0063083531561,40.3966218467066
54,1975135,16157080,30,M,B,2016-08-21T21:11:00,"1000 Block Faulkner ST Pittsburgh, PA 15204",3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1000 Block Tweed ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.0625033454183,40.4566146105592
4442,1980192,17009215,14,M,B,2017-01-16T01:30:00,"Durango WY & Hamilton AV Pittsburgh, PA 15221",3925 Receiving Stolen Property.,"6800 Block Hamilton AV Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.906649432588,40.4566459721111
3045,1978396,16215293,25,M,B,2016-11-16T12:30:00,"1100 Block Shadycrest DR Pittsburgh, PA 15216",2701 Simple Assault. / 3701 Robbery.,"1100 Block Shadycrest DR Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.0252747514085,40.4230808357023
6061,1982161,17036558,23,F,W,2017-02-27T18:57:00,"3400 Block Blvd Of The Allies Pittsburgh, PA 15213",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"3400 Block Blvd Of The Allies Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.9581539356679,40.4358486768792
3335,1978787,16223788,21,M,B,2016-11-30T01:21:00,"Frankstown AV & Hale ST Pittsburgh, PA 15221",3301 Driving on Right Side of Roadway. / 3361  Driving Vehicle at Safe Speed. / 3802(a)(1) DUI - General Impairment,"Frankstown AV & Hale ST Pittsburgh, PA 15221",Homewood North,5,1301,9,2,-79.8864366998732,40.4551507114085
5529,1981502,17023145,52,F,W,2017-02-06T23:16:00,"Owendale AV & Bremen AV Pittsburgh, PA 15227",9501 Bench Warrant,"Owendale AV & Bremen AV Pittsburgh, PA 15227",Carrick,3,2904,,,-79.9773889092795,40.3813214721263
3336,1978788,16223809,28,M,B,2016-11-30T02:06:00,"Mt Pleasant RD & East ST Pittsburgh, PA 15214",1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Mt Pleasant RD & East ST Pittsburgh, PA 15214",Perry North,1,2607,1,1,-80.0059759648882,40.4823583969789
5530,1981515,17025332,34,M,W,2017-02-10T15:03:00,"800 Block E Warrington AV Pittsburgh, PA 15210",9501 Bench Warrant,"800 Block E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9935775641661,40.4215318771896
58,1974709,16149939,21,F,B,2016-08-11T18:12:00,"2300 Block East Hills DR Pittsburgh, PA 15221",4910 Tampering with or Fabricating Physical Evidence. / 1301 Registration and Certificate of Title Required. / 7513 Restriction on Alcoholic Beverages - Open Container / 627.02(b) Possession or Smoking of a Small Amount of Marijuana,"2300 Block East Hills DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8713614602289,40.4565646411286
1178,1975961,16174645,23,M,W,2016-09-15T11:55:00,"7th ST & Penn AV Pittsburgh, PA 15222",903 Criminal Conspiracy. / 4101 Forgery.,"200 Block 5th AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.0020737914111,40.4412284280311
3047,1978398,16215355,46,M,W,2016-11-15T16:20:00,"700 Block Brookline BL Pittsburgh, PA 15226",1543 Driving While Operating Privilege is Suspended or Revoked. / 3332 Limitations on Turning Around. / 9501 Bench Warrant,"700 Block Brookline BL Pittsburgh, PA 15226",Brookline,6,1918,4,4,-80.0216923048651,40.3945831778377
4444,1980194,17010288,17,M,B,2017-01-17T17:02:00,"5th AV & Kelly ST Pittsburgh, PA 15208",3925 Receiving Stolen Property. / 5121 Escape. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property,"UNKNOWN N. VERSAILLES, PA ",Outside City,OSC,5599,,,0.0,0.0
3337,1978789,16212365,22,M,W,2016-11-11T02:07:00,"1500 Block E Carson ST Pittsburgh, PA 15203",5104 Resisting Arrest or Other Law Enforcement. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
5533,1981518,17025008,35,M,B,2017-02-10T02:40:00,"2000 Block Centre AV Pittsburgh, PA 15219","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use","1400 Block 5th AV Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.9863100412295,40.4383699418477
77,1975470,16115249,24,M,B,2016-09-18T20:00:00,"400 Block Ardmore BL Pittsburgh, PA 15221",9501 Bench Warrant,"1800 Block Watson ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.9813451522364,40.4378856842943
1180,1975963,16174645,26,F,W,2016-09-15T11:43:00,"200 Block 5th AV Pittsburgh, PA 15222",903 Criminal Conspiracy. / 4101 Forgery. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"200 Block 5th AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.0020737914111,40.4412284280311
1184,1975967,16174322,41,M,W,2016-09-15T02:00:00,"1600 Block Sandusky CT Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession,"1600 Block Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.0054475381166,40.4589325773691
3346,1978798,15061996,36,M,W,2016-12-13T15:45:00,"700 Block 2ND AV Pittsburgh, PA 15219",3925 Receiving Stolen Property.,"200 Block Nobles LANE Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.9940185203751,40.4027147506477
3052,1978415,16218146,35,M,W,2016-11-20T00:06:00,"2000 Block Lowrie ST Pittsburgh, PA 15212",2701 Simple Assault.,"2000 Block Lowrie ST Pittsburgh, PA 15212",Troy Hill,1,2406,1,1,-79.9799808922766,40.46769120035
3347,1978799,15145519,54,M,B,2016-12-12T13:50:00,"600 Block 1ST AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Middle ST & Foreland ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.9993894138071,40.4545687305848
3349,1978801,16050813,20,M,B,2016-12-11T11:24:00,"900 Block 2ND AV Pittsburgh, PA 15219",2701 Simple Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"2200 Block Wilner DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8668296578813,40.4533875768642
3665,1979229,16228595,35,M,W,2016-12-07T17:15:00,"3500 Block Centralia ST Pittsburgh, PA 15204",3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),"3500 Block Centralia ST Pittsburgh, PA 15204",Chartiers City,6,2021,2,5,-80.0687048771147,40.4566394263791
5534,1981519,17025019,31,F,W,2017-02-10T01:50:00,"200 Block Atwood ST Pittsburgh, PA 15213",5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"200 Block Atwood ST Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.9568888662713,40.4404204065315
1185,1975968,16174322,38,M,W,2016-09-15T01:50:00,"1600 Block Sandusky CT Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1600 Block Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.0054475381166,40.4589325773691
82,1974760,16149328,30,M,W,2016-08-10T21:20:00,"Frankstown AV & East Hills DR Pittsburgh, PA 15221",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Frankstown AV & East Hills DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8704108235764,40.4611797871902
1186,1975969,16174485,42,F,W,2016-09-15T10:00:00,"300 Block Four Mile Run RD Pittsburgh, PA 15207",9501 Bench Warrant,"300 Block Four Mile Run RD Pittsburgh, PA 15207",Greenfield,4,1516,5,3,-79.9490205520462,40.4276514392156
3405,1978906,16224727,15,M,B,2016-12-05T11:55:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2701 Simple Assault. / 2702 Aggravated Assault. / 5503 Disorderly Conduct.,"1100 Block N MURTLAND ST PITTSBURGH, PA 15208",Homewood West,6,1207,9,2,-79.900141730334,40.4604108390847
4452,1980202,16216783,33,F,W,2017-01-24T10:20:00,"900 Block 2nd AV Pittsburgh, PA 15219",5902(a)(1) Prostitution  / 13(a)(32) Paraphernalia - Use or Possession / 5902(a)(2) Prostitution - Loitering for purpose of,"Arlington AV & Climax ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9905016168195,40.4200457804267
5536,1981521,17025037,33,F,W,2017-02-10T02:40:00,"500 Block Selkirk WY Pittsburgh, PA 15208",1311 Registration Card to be Signed and Exhibited on Demand. / 1786 Required Financial Responsibility. / 3112 Traffic-Control Signals. / 3361  Driving Vehicle at Safe Speed. / 4302 Periods for Requiring Lighted Lamps. / 3734 Driving without Lights to Avoid Identification or Arrest / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 9093 Indirect Criminal Contempt,"500 Block Selkirk WY Pittsburgh, PA 15208",Point Breeze,4,1406,9,3,-79.9057789901038,40.4451398981752
1187,1975970,16174694,53,F,B,2016-09-15T16:05:00,"5500 Block Centre AV Pittsburgh, PA 15232","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 3503(b)(1)(i) Actual Communication","5500 Block Centre AV Pittsburgh, PA 15232",Shadyside,4,709,7,2,-79.9364351397822,40.4566334484142
1189,1975972,16174746,22,M,B,2016-09-15T15:13:00,"7900 Block Hamilton AV Pittsburgh, PA 15221",9501 Bench Warrant,"7900 Block Hamilton AV Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.885558871811,40.4516980355793
3350,1978802,16224210,25,M,B,2016-11-30T16:05:00,"100 Block Hazlett ST Pittsburgh, PA 15214","903 Criminal Conspiracy. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 3503 Criminal Trespass","100 Block Hazlett ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.0030769727258,40.4759708034383
5537,1981522,17025042,34,M,B,2017-02-10T02:41:00,"1600 Block Lowrie ST Pittsburgh, PA 15212",3925 Receiving Stolen Property. / 1372 Unauthorized Transfer or Use of Registration. / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked.,"1600 Block Lowrie ST Pittsburgh, PA 15212",Troy Hill,1,2406,1,1,-79.9835588625477,40.4627433192185
1560,1976442,16184503,34,F,B,2016-09-29T22:47:00,"50 Block Larimer AV Pittsburgh, PA 15206",2701(a)(2) Simple Asslt - Neg. Cause Bod. Harm Deadly Weap.,"50 Block Larimer AV Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.9199418525976,40.4618680167673
91,1975273,16157108,22,M,B,2016-08-21T22:02:00,"6900 Block Frankstown AV Pittsburgh, PA 15208","3925 Receiving Stolen Property. / 5121 Escape. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","6900 Block Frankstown AV Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.904251416277,40.4580393628522
1195,1975978,15125777,31,M,B,2016-10-02T11:50:00,"600 Block 1ST AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 13(a)(32) Paraphernalia - Use or Possession,"2400 Block Berg ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9723823188067,40.4196092130082
2072,1977095,16192060,24,F,B,2016-10-11T02:30:00,Zone 1,2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2707.1 Discharge of a Firearm into Occupied Structure,Zone 1,,1,,,,,
3351,1978803,16224210,27,M,B,2016-11-30T16:05:00,"100 Block Hazlett ST Pittsburgh, PA 15214","903 Criminal Conspiracy. / 2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","100 Block Hazlett ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.0030769727258,40.4759708034383
1196,1975979,15217523,19,M,B,2016-09-30T13:30:00,"400 Block Avery ST Pittsburgh, PA 15212",2701 Simple Assault.,"1300 Block Columbus AV Pittsburgh, PA 15233",Manchester,1,2107,6,1,-80.0261012180653,40.4580796575427
5538,1981523,17025045,28,M,W,2017-02-10T02:36:00,"1200 Block E Carson ST Pittsburgh, PA 15203",2701 Simple Assault. / 3701 Robbery. / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"1200 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9863871552234,40.4286955374487
5541,1981526,17024925,35,M,W,2017-02-16T21:05:00,"600 Block 1st AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition.,"200 Block Parkfield ST Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.9904109316451,40.3919923060245
1199,1975982,16062066,50,M,W,2016-10-01T17:35:00,"3400 Block California AV Pittsburgh, PA 15212",2701 Simple Assault.,"3400 Block California AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.039721353393,40.4763779255375
1610,1976495,16182316,26,F,W,2016-09-26T18:15:00,"Stanton AV & N Beatty ST Pittsburgh, PA 15206",3802(a)(1) DUI - General Impairment,"Stanton AV & N Beatty ST Pittsburgh, PA 15206",Highland Park,5,1102,9,2,-79.9220199254871,40.470024041907
1201,1975984,16111711,34,F,W,2016-09-29T20:25:00,Zone 2,5902(a)(1) Prostitution ,Zone 2,,2,,,,,
1210,1975993,16161707,18,M,B,2016-10-02T12:10:00,"900 Block 2nd AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 2901 Kidnapping. / 3701 Robbery. / 3702 Robbery of Motor Vehicle.,"300 Block Mt Pleasant RD Pittsburgh, PA ",Northview Heights,1,2609,1,1,-80.0030434820242,40.4823513547398
3352,1978804,16224210,18,M,B,2016-11-30T16:05:00,"100 Block Hazlett ST Pittsburgh, PA 15214","903 Criminal Conspiracy. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","100 Block Hazlett ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.0030769727258,40.4759708034383
3676,1979240,16231012,21,F,W,2016-12-11T17:47:00,"4200 Block Sherrod ST Pittsburgh, PA 15201",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"4200 Block Sherrod ST Pittsburgh, PA 15201",Central Lawrenceville,2,902,7,2,-79.9564939829535,40.4675352043676
4493,1980244,17009311,25,F,W,2017-01-16T01:15:00,"1500 Block E Carson ST Pittsburgh, PA 15203",2702 Aggravated Assault. / 5505 Public Drunkenness,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
5542,1981527,17024927,69,M,W,2017-02-09T21:51:00,"1300 Block E Carson ST Pittsburgh, PA 15203",5505 Public Drunkenness / 5506 Loitering and Prowling at Night / 3503 Criminal Trespass,"1300 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9851751116479,40.428606966018
2075,1977098,16192283,31,F,W,2016-10-11T12:16:00,"1900 Block E Carson ST Pittsburgh, PA 15203",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"1900 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9789649915031,40.4284658082227
